path,data_role,voice_fake,voice_present,source,generator,voice_fake_score
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_2627334.flac,train,1,1,asvspoof2019,A02,0.7193560600280762
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_3541528.flac,train,0,1,asvspoof2019,bonafide,0.7275901436805725
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_2487449.flac,train,1,1,asvspoof2019,A02,0.7325564622879028
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_1410416.flac,train,0,1,asvspoof2019,bonafide,0.7147554159164429
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_6654603.flac,train,0,1,asvspoof2019,bonafide,0.7436195611953735
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_4127674.flac,train,1,1,asvspoof2019,A01,0.7241517305374146
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_3039072.flac,train,1,1,asvspoof2019,A02,0.7245384454727173
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_3527643.flac,train,0,1,asvspoof2019,bonafide,0.7414398789405823
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_3727749.flac,train,1,1,asvspoof2019,A01,0.7594457864761353
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_5132501.flac,train,1,1,asvspoof2019,A02,0.7256590127944946
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_9860705.flac,train,1,1,asvspoof2019,A01,0.7390245795249939
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_3093092.flac,train,1,1,asvspoof2019,A03,0.733853816986084
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_6745099.flac,train,1,1,asvspoof2019,A01,0.7360039353370667
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_5265141.flac,train,1,1,asvspoof2019,A01,0.7444773316383362
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_9835939.flac,train,1,1,asvspoof2019,A01,0.7595092058181763
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_7939465.flac,train,0,1,asvspoof2019,bonafide,0.7484414577484131
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_8657027.flac,train,0,1,asvspoof2019,bonafide,0.748267650604248
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_8926123.flac,train,1,1,asvspoof2019,A02,0.7196037769317627
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_5873461.flac,train,1,1,asvspoof2019,A01,0.7583283185958862
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_9130247.flac,train,1,1,asvspoof2019,A01,0.763246476650238
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_2196174.flac,train,1,1,asvspoof2019,A01,0.7521505951881409
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_1622807.flac,train,0,1,asvspoof2019,bonafide,0.7506052851676941
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_9623702.flac,train,1,1,asvspoof2019,A01,0.7573400139808655
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_7918725.flac,train,1,1,asvspoof2019,A02,0.7405465841293335
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_7733685.flac,train,1,1,asvspoof2019,A01,0.7471646666526794
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_5928928.flac,train,1,1,asvspoof2019,A01,0.7382134795188904
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_5232777.flac,train,1,1,asvspoof2019,A01,0.7472947835922241
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_1033664.flac,train,1,1,asvspoof2019,A02,0.7274479269981384
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_5286676.flac,train,1,1,asvspoof2019,A01,0.7527191042900085
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_6513765.flac,train,1,1,asvspoof2019,A02,0.7277575731277466
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_8974048.flac,train,1,1,asvspoof2019,A01,0.7597830295562744
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_9161713.flac,train,1,1,asvspoof2019,A01,0.7487110495567322
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_2536330.flac,train,1,1,asvspoof2019,A02,0.7304553389549255
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_6747076.flac,train,1,1,asvspoof2019,A01,0.7509090304374695
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_4137518.flac,train,1,1,asvspoof2019,A01,0.771468997001648
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_7090581.flac,train,0,1,asvspoof2019,bonafide,0.7437456846237183
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_6459179.flac,train,1,1,asvspoof2019,A01,0.7726202607154846
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_1163987.flac,train,1,1,asvspoof2019,A02,0.7175965905189514
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_8449978.flac,train,0,1,asvspoof2019,bonafide,0.7423291206359863
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_7149832.flac,train,1,1,asvspoof2019,A02,0.7410764694213867
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_4063190.flac,train,1,1,asvspoof2019,A03,0.7531585097312927
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_4835140.flac,train,1,1,asvspoof2019,A01,0.7649967074394226
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_1602193.flac,train,1,1,asvspoof2019,A01,0.7452702522277832
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_5872172.flac,train,0,1,asvspoof2019,bonafide,0.7308506369590759
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_5365458.flac,train,1,1,asvspoof2019,A02,0.7252569794654846
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_8401626.flac,train,1,1,asvspoof2019,A02,0.7196484208106995
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_2823943.flac,train,0,1,asvspoof2019,bonafide,0.7343037128448486
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_2662148.flac,train,1,1,asvspoof2019,A01,0.7502496838569641
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_9346943.flac,train,0,1,asvspoof2019,bonafide,0.7414931058883667
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_2233888.flac,train,1,1,asvspoof2019,A02,0.7357915639877319
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_3845823.flac,train,1,1,asvspoof2019,A01,0.7330910563468933
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_5037374.flac,train,0,1,asvspoof2019,bonafide,0.7245374917984009
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_7920807.flac,train,1,1,asvspoof2019,A01,0.7358809113502502
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_7336869.flac,train,1,1,asvspoof2019,A02,0.7407443523406982
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_7442838.flac,train,1,1,asvspoof2019,A02,0.7323144674301147
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_8208951.flac,train,0,1,asvspoof2019,bonafide,0.7386808395385742
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_3477527.flac,train,0,1,asvspoof2019,bonafide,0.7058337330818176
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_9741234.flac,train,0,1,asvspoof2019,bonafide,0.738411545753479
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_1007663.flac,train,0,1,asvspoof2019,bonafide,0.7341557741165161
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_9632347.flac,train,1,1,asvspoof2019,A01,0.7614234685897827
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_8182552.flac,train,1,1,asvspoof2019,A01,0.7549329996109009
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_3144126.flac,train,1,1,asvspoof2019,A02,0.7104948163032532
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_7464577.flac,train,1,1,asvspoof2019,A01,0.74454265832901
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_1207753.flac,train,1,1,asvspoof2019,A02,0.7189841270446777
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_1836954.flac,train,1,1,asvspoof2019,A02,0.7263798713684082
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_2297825.flac,train,1,1,asvspoof2019,A01,0.7441257238388062
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_6063701.flac,train,1,1,asvspoof2019,A02,0.7134031057357788
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_8365125.flac,train,1,1,asvspoof2019,A01,0.7562599778175354
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_7268106.flac,train,1,1,asvspoof2019,A01,0.7612192630767822
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_2237022.flac,train,1,1,asvspoof2019,A01,0.7484423518180847
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_6439800.flac,train,1,1,asvspoof2019,A01,0.7528194189071655
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_4549306.flac,train,1,1,asvspoof2019,A02,0.7300546169281006
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_8507920.flac,train,0,1,asvspoof2019,bonafide,0.742007315158844
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_6242186.flac,train,1,1,asvspoof2019,A02,0.7141538262367249
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_1607779.flac,train,0,1,asvspoof2019,bonafide,0.7276975512504578
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_5832521.flac,train,1,1,asvspoof2019,A01,0.7463284134864807
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_5353096.flac,train,0,1,asvspoof2019,bonafide,0.7272788286209106
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_2980765.flac,train,1,1,asvspoof2019,A01,0.7482187151908875
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_5016212.flac,train,1,1,asvspoof2019,A01,0.7369764447212219
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_4238853.flac,train,1,1,asvspoof2019,A02,0.7170565724372864
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_6838120.flac,train,1,1,asvspoof2019,A02,0.728827178478241
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_8716901.flac,train,0,1,asvspoof2019,bonafide,0.7378131151199341
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_4701578.flac,train,1,1,asvspoof2019,A02,0.7396828532218933
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_8697061.flac,train,1,1,asvspoof2019,A02,0.7384538650512695
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_1057453.flac,train,1,1,asvspoof2019,A02,0.7220271229743958
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_4350700.flac,train,1,1,asvspoof2019,A02,0.726456344127655
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_3486820.flac,train,0,1,asvspoof2019,bonafide,0.7448684573173523
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_5799828.flac,train,1,1,asvspoof2019,A02,0.7440153956413269
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_1307755.flac,train,0,1,asvspoof2019,bonafide,0.72357577085495
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_8074390.flac,train,1,1,asvspoof2019,A01,0.7426731586456299
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_4844842.flac,train,1,1,asvspoof2019,A02,0.7257630825042725
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_1686933.flac,train,1,1,asvspoof2019,A01,0.7467768788337708
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_7450091.flac,train,0,1,asvspoof2019,bonafide,0.7380197644233704
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_3356998.flac,train,1,1,asvspoof2019,A02,0.7376452684402466
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_1735292.flac,train,1,1,asvspoof2019,A01,0.7445634603500366
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_2454366.flac,train,1,1,asvspoof2019,A02,0.7374420166015625
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_3034269.flac,train,1,1,asvspoof2019,A02,0.7326568365097046
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_7927832.flac,train,1,1,asvspoof2019,A02,0.7402114272117615
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_3509909.flac,train,1,1,asvspoof2019,A01,0.7528938055038452
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_4239283.flac,train,0,1,asvspoof2019,bonafide,0.7468680739402771
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_3892707.flac,train,1,1,asvspoof2019,A02,0.7179635167121887
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_6965985.flac,train,0,1,asvspoof2019,bonafide,0.7178840041160583
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_6669635.flac,train,0,1,asvspoof2019,bonafide,0.7351047396659851
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_6632904.flac,train,0,1,asvspoof2019,bonafide,0.7206358909606934
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_3641295.flac,train,0,1,asvspoof2019,bonafide,0.7481801509857178
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_3769645.flac,train,1,1,asvspoof2019,A02,0.7257220149040222
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_5033641.flac,train,1,1,asvspoof2019,A02,0.7405465245246887
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_9483901.flac,train,0,1,asvspoof2019,bonafide,0.7170443534851074
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_1628273.flac,train,1,1,asvspoof2019,A03,0.746662974357605
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_9219481.flac,train,0,1,asvspoof2019,bonafide,0.7397875785827637
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_7939704.flac,train,1,1,asvspoof2019,A01,0.7501153349876404
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_9393746.flac,train,1,1,asvspoof2019,A01,0.7182546854019165
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_5103637.flac,train,0,1,asvspoof2019,bonafide,0.7296075820922852
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_2287455.flac,train,1,1,asvspoof2019,A01,0.756608247756958
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_8303979.flac,train,1,1,asvspoof2019,A01,0.7619463801383972
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_9306290.flac,train,1,1,asvspoof2019,A02,0.7318688035011292
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_3824878.flac,train,1,1,asvspoof2019,A01,0.7447268962860107
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_5938163.flac,train,1,1,asvspoof2019,A02,0.7315986156463623
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_4381265.flac,train,1,1,asvspoof2019,A01,0.7515556216239929
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_2948827.flac,train,0,1,asvspoof2019,bonafide,0.738210141658783
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_1735385.flac,train,0,1,asvspoof2019,bonafide,0.7522180676460266
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_6081990.flac,train,0,1,asvspoof2019,bonafide,0.7592591643333435
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_7846284.flac,train,0,1,asvspoof2019,bonafide,0.7160047292709351
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_1996825.flac,train,1,1,asvspoof2019,A01,0.7665170431137085
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_3380327.flac,train,0,1,asvspoof2019,bonafide,0.7305068969726562
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_4356490.flac,train,0,1,asvspoof2019,bonafide,0.7524867057800293
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_2285472.flac,train,1,1,asvspoof2019,A02,0.7313835024833679
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_9389314.flac,train,1,1,asvspoof2019,A03,0.7474918365478516
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_5834325.flac,train,0,1,asvspoof2019,bonafide,0.7173466682434082
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_1936706.flac,train,1,1,asvspoof2019,A01,0.7688683867454529
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_2447776.flac,train,1,1,asvspoof2019,A01,0.7495279312133789
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_1237039.flac,train,1,1,asvspoof2019,A02,0.7280994653701782
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_9892820.flac,train,1,1,asvspoof2019,A01,0.7384089827537537
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_4941896.flac,train,1,1,asvspoof2019,A01,0.7326516509056091
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_8008789.flac,train,1,1,asvspoof2019,A02,0.7245016694068909
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_9478659.flac,train,0,1,asvspoof2019,bonafide,0.748892605304718
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_3910111.flac,train,1,1,asvspoof2019,A02,0.7362796664237976
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_9946970.flac,train,1,1,asvspoof2019,A02,0.7186007499694824
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_2993376.flac,train,0,1,asvspoof2019,bonafide,0.7271208167076111
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_4665451.flac,train,1,1,asvspoof2019,A01,0.7453302145004272
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_7465137.flac,train,0,1,asvspoof2019,bonafide,0.7439767718315125
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_4006473.flac,train,1,1,asvspoof2019,A01,0.7286628484725952
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_3686694.flac,train,1,1,asvspoof2019,A03,0.7508518695831299
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_6771576.flac,train,1,1,asvspoof2019,A02,0.7457635998725891
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_4218997.flac,train,1,1,asvspoof2019,A01,0.7584517598152161
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_3877061.flac,train,0,1,asvspoof2019,bonafide,0.7398126721382141
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_3231758.flac,train,1,1,asvspoof2019,A01,0.7492009401321411
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_3814751.flac,train,1,1,asvspoof2019,A02,0.7446830868721008
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_9999337.flac,train,1,1,asvspoof2019,A01,0.7591196298599243
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_7735763.flac,train,1,1,asvspoof2019,A02,0.715982973575592
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_9345319.flac,train,1,1,asvspoof2019,A01,0.7700873613357544
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_4886583.flac,train,1,1,asvspoof2019,A01,0.7637423276901245
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_9654776.flac,train,1,1,asvspoof2019,A02,0.7240762710571289
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_9242200.flac,train,0,1,asvspoof2019,bonafide,0.7468270063400269
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_8078030.flac,train,1,1,asvspoof2019,A01,0.7450715899467468
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_6474634.flac,train,0,1,asvspoof2019,bonafide,0.7469195127487183
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_8002858.flac,train,1,1,asvspoof2019,A01,0.7440059185028076
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_8090067.flac,train,1,1,asvspoof2019,A02,0.7392154335975647
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_3538502.flac,train,0,1,asvspoof2019,bonafide,0.7136117219924927
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_9270440.flac,train,0,1,asvspoof2019,bonafide,0.7477273941040039
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_8756119.flac,train,1,1,asvspoof2019,A02,0.7407244443893433
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_6264417.flac,train,1,1,asvspoof2019,A01,0.7500750422477722
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_5387852.flac,train,0,1,asvspoof2019,bonafide,0.7526878118515015
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_2979645.flac,train,1,1,asvspoof2019,A02,0.7395613789558411
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_7665189.flac,train,1,1,asvspoof2019,A01,0.7488307356834412
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_1955947.flac,train,0,1,asvspoof2019,bonafide,0.7496669888496399
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_3690259.flac,train,1,1,asvspoof2019,A02,0.7546713352203369
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_8075255.flac,train,1,1,asvspoof2019,A02,0.7426390051841736
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_3966620.flac,train,1,1,asvspoof2019,A03,0.7457363605499268
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_2225530.flac,train,1,1,asvspoof2019,A01,0.7548795342445374
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_8157906.flac,train,1,1,asvspoof2019,A01,0.7486934065818787
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_1584369.flac,train,1,1,asvspoof2019,A02,0.7282339930534363
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_4176612.flac,train,0,1,asvspoof2019,bonafide,0.7524760961532593
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_4105819.flac,train,1,1,asvspoof2019,A02,0.7444857358932495
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_6197882.flac,train,0,1,asvspoof2019,bonafide,0.7386910915374756
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_5395263.flac,train,1,1,asvspoof2019,A01,0.7557151913642883
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_3017055.flac,train,1,1,asvspoof2019,A02,0.7177232503890991
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_4631069.flac,train,0,1,asvspoof2019,bonafide,0.7492638230323792
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_6284607.flac,train,1,1,asvspoof2019,A02,0.731774628162384
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_8820448.flac,train,1,1,asvspoof2019,A01,0.7318955659866333
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_1075302.flac,train,0,1,asvspoof2019,bonafide,0.7191423177719116
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_9624371.flac,train,1,1,asvspoof2019,A02,0.7174546122550964
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_4947096.flac,train,1,1,asvspoof2019,A01,0.7452821135520935
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_3164524.flac,train,1,1,asvspoof2019,A01,0.7530519366264343
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_2198548.flac,train,1,1,asvspoof2019,A01,0.7272233963012695
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_6741782.flac,train,1,1,asvspoof2019,A01,0.7507468461990356
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_2651172.flac,train,1,1,asvspoof2019,A01,0.7528244256973267
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_7419337.flac,train,1,1,asvspoof2019,A03,0.7471269965171814
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_9435398.flac,train,1,1,asvspoof2019,A01,0.7551398277282715
data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ019-0377.wav,train,1,1,wavefake_ajay,WF2,0.7412354946136475
data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ043-0029.wav,train,1,1,wavefake_ajay,WF2,0.7538714408874512
data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ015-0107.wav,train,1,1,wavefake_ajay,WF3,0.7426378726959229
data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ029-0211.wav,train,1,1,wavefake_ajay,WF2,0.7428303360939026
data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ048-0122.wav,train,1,1,wavefake_ajay,WF2,0.7533822059631348
data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ044-0109.wav,train,0,1,wavefake_ajay,R,0.7407800555229187
data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ017-0037.wav,train,0,1,wavefake_ajay,R,0.753068208694458
data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ048-0186.wav,train,1,1,wavefake_ajay,WF6,0.7460015416145325
data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ043-0073.wav,train,1,1,wavefake_ajay,WF3,0.7555635571479797
data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ020-0031.wav,train,1,1,wavefake_ajay,WF2,0.7497283220291138
data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ009-0230.wav,train,1,1,wavefake_ajay,WF1,0.7478187084197998
data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ020-0071.wav,train,0,1,wavefake_ajay,R,0.7562969326972961
