split,path,dataset,source,generator,speaker_id,voice_fake,voice_present,music_present,duration_sec,specialist_score,df_score,voice_score,segment_spread,mix_mode,mix_snr_db,augment,threshold,predicted_fake,false_positive,false_negative,error_type,duration_bucket,snr_bucket,codec,telephone,mixed_music,partial_overlap,confidence_bucket
val_d,MIX::data\raw\openslr_librispeech_asr\librispeech_dev_2277-149896-0028.flac|data/raw/gtzan_unique_v2/rock.00042.wav,mix,split_internal_mix,mix::LibriSpeech::GTZAN_genre_9,mix::2277::gtzan_9_rock.00042,0,1,1,30.013375,0.6899000406265259,0.534656783108686,0.6433270633711738,-0.030119597911834717,simultaneous,0.0,telephone,0.607568272044543,1,1,0,FP,>30,mid,False,True,True,False,uncertain
val_d,MIX::data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_5520907.flac|data/raw/gtzan_unique_v2/disco.00059.wav,mix,split_internal_mix,mix::bonafide::GTZAN_genre_3,mix::LA_0086::gtzan_3_disco.00059,0,1,1,32.265625,0.7355961799621582,0.3866569834181244,0.630914420998948,0.00878763198852539,crossfade,-15.0,telephone,0.607568272044543,1,1,0,FP,>30,low,False,True,True,False,uncertain
val_d,MIX::data\raw\openslr_librispeech_asr\librispeech_dev_777-126732-0028.flac|data/raw/gtzan_unique_v2/disco.00059.wav,mix,split_internal_mix,mix::LibriSpeech::GTZAN_genre_3,mix::777::gtzan_3_disco.00059,0,1,1,41.4931875,0.6703454852104187,0.4654896303689135,0.6088887287579671,-0.051769375801086426,partial_overlap,-10.0,telephone,0.607568272044543,1,1,0,FP,>30,low,False,True,True,True,uncertain
val_a,MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ048-0137.wav|data/raw/gtzan_unique_v2/jazz.00008.wav,mix,split_internal_mix,mix::WF1::GTZAN_genre_5,mix::wavefake_365a25::gtzan_5_jazz.00008,1,1,1,36.95,0.8118807077407837,0.999193805352068,0.868074637024169,0.12111645936965942,crossfade,5.0,none,0.7222907679582625,1,0,0,correct,>30,mid,False,False,True,False,moderate
val_a,data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ050-0275.wav,wavefake_ajay,wavefake_ajay,WF1,wavefake_9e933e,1,1,0,9.1255,0.8059698939323425,0.9996963879941844,0.8640878421508951,0.06112295389175415,none,,none,0.7222907679582625,1,0,0,correct,8-15,not_mixed,False,False,False,False,moderate
val_a,data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ019-0370.wav,wavefake_ajay,wavefake_ajay,WF6,wavefake_5f9cb1,1,1,0,7.929625,0.8048664331436157,0.996683875883386,0.8624116659655467,0.05307644605636597,none,,none,0.7222907679582625,1,0,0,correct,4-8,not_mixed,False,False,False,False,moderate
val_a,MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ019-0370.wav|data/raw/gtzan_unique_v2/jazz.00011.wav,mix,split_internal_mix,mix::WF6::GTZAN_genre_5,mix::wavefake_5f9cb1::gtzan_5_jazz.00011,1,1,1,38.443,0.8027093410491943,0.9958563967423898,0.860653457757153,0.10528618097305298,voice_then_music,10.0,none,0.7222907679582625,1,0,0,correct,>30,high,False,False,True,False,moderate
val_a,MIX::data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_9850135.flac|data/raw/gtzan_unique_v2/country.00076.wav,mix,split_internal_mix,mix::A01::GTZAN_genre_2,mix::LA_0086::gtzan_2_country.00076,1,1,1,33.43075,0.7999370694160461,0.9992031096414188,0.8597168814836578,0.09557664394378662,music_then_voice,5.0,none,0.7222907679582625,1,0,0,correct,>30,mid,False,False,True,False,moderate
val_a,MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ008-0140.wav|data\raw\fake_music_generated\fake_music_MusicGen_0212.wav,mix,split_internal_mix,mix::WF1::MusicGen,mix::wavefake_7d8b1c::fake_music_MusicGen_21,1,1,1,12.7876875,0.7998954653739929,0.9991227831682528,0.8596636607122707,0.051465749740600586,voice_then_music,5.0,none,0.7222907679582625,1,0,0,correct,8-15,mid,False,False,True,False,moderate
val_a,data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ029-0186_WF4_2.wav,wavefake_ajay,wavefake_ajay,WF4,wavefake_6832d3,1,1,0,9.41575,0.7956031560897827,0.9992592935922971,0.8566999973405369,0.05154228210449219,none,,none,0.7222907679582625,1,0,0,correct,8-15,not_mixed,False,False,False,False,moderate
val_a,MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ050-0244.wav|data/raw/gtzan_unique_v2/blues.00092.wav,mix,split_internal_mix,mix::WF1::GTZAN_genre_0,mix::wavefake_31c5b4::gtzan_0_blues.00092,1,1,1,34.58925,0.7943459749221802,0.9992437869657912,0.8558153185352634,0.07102328538894653,music_then_voice,15.0,none,0.7222907679582625,1,0,0,correct,>30,high,False,False,True,False,moderate
val_a,data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_3029173.flac,asvspoof2019,asvspoof2019,A01,LA_0094,1,1,0,3.240875,0.7907841205596924,0.9998578927101736,0.8535062522048367,0.027040421962738037,none,,none,0.7222907679582625,1,0,0,correct,<=4,not_mixed,False,False,False,False,moderate
val_a,data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ050-0244.wav,wavefake_ajay,wavefake_ajay,WF1,wavefake_31c5b4,1,1,0,3.575875,0.7902364730834961,0.9984369110627362,0.8526966044772681,0.044750988483428955,none,,none,0.7222907679582625,1,0,0,correct,<=4,not_mixed,False,False,False,False,moderate
val_a,data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ008-0280.wav,wavefake_ajay,wavefake_ajay,WF4,wavefake_8ba95c,1,1,0,8.533375,0.7896465063095093,0.9978913318822104,0.8521199539813196,0.0529170036315918,none,,none,0.7222907679582625,1,0,0,correct,8-15,not_mixed,False,False,False,False,moderate
val_a,MIX::data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_8813506.flac|data\raw\fake_music_generated\fake_music_MusicGen_0002.wav,mix,split_internal_mix,mix::A01::MusicGen,mix::LA_0094::fake_music_MusicGen_0,1,1,1,9.5168125,0.7849172949790955,0.9996507656439264,0.8493373361785446,0.05255836248397827,voice_then_music,15.0,none,0.7222907679582625,1,0,0,correct,8-15,high,False,False,True,False,moderate
val_a,data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ009-0269_WF2_1.wav,wavefake_ajay,wavefake_ajay,WF2,wavefake_0e83c3,1,1,0,4.7485,0.7804073691368103,0.994923710450341,0.8447622715308695,0.0429648756980896,none,,none,0.7222907679582625,1,0,0,correct,4-8,not_mixed,False,False,False,False,moderate
val_a,MIX::data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_9850135.flac|data\raw\fake_music_generated\fake_music_MusicGen_0040.wav,mix,split_internal_mix,mix::A01::MusicGen,mix::LA_0086::fake_music_MusicGen_4,1,1,1,8.2551875,0.7773721218109131,0.9995306534189676,0.8440196812933294,0.049169182777404785,partial_overlap,15.0,none,0.7222907679582625,1,0,0,correct,8-15,high,False,False,True,True,moderate
val_a,MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ017-0005.wav|data/raw/gtzan_unique_v2/jazz.00034.wav,mix,split_internal_mix,mix::WF4::GTZAN_genre_5,mix::wavefake_f74827::gtzan_5_jazz.00034,1,1,1,33.2919375,0.7697029709815979,0.9985596830624602,0.8383599846058566,0.0716390609741211,crossfade,15.0,none,0.7222907679582625,1,0,0,correct,>30,high,False,False,True,False,moderate
val_a,MIX::data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_1600066.flac|data/raw/gtzan_unique_v2/disco.00066.wav,mix,split_internal_mix,mix::A01::GTZAN_genre_3,mix::LA_0083::gtzan_3_disco.00066,1,1,1,32.35025,0.769730806350708,0.9982852792792573,0.8382971482292727,0.08394485712051392,partial_overlap,10.0,none,0.7222907679582625,1,0,0,correct,>30,high,False,False,True,True,moderate
val_a,MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ019-0394.wav|data\raw\fake_music_generated\fake_music_MusicGen_0174.wav,mix,split_internal_mix,mix::WF4::MusicGen,mix::wavefake_76ddde::fake_music_MusicGen_17,1,1,1,5.5031875,0.7661731839179993,0.9989910974386648,0.8360185579741989,0.04589855670928955,simultaneous,15.0,none,0.7222907679582625,1,0,0,correct,4-8,high,False,False,True,False,moderate
val_a,data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_8707664.flac,asvspoof2019,asvspoof2019,A02,LA_0086,1,1,0,4.8816875,0.7613484263420105,0.999580871240217,0.8328181598114723,0.037936508655548096,none,,none,0.7222907679582625,1,0,0,correct,4-8,not_mixed,False,False,False,False,moderate
val_a,MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ008-0315.wav|data\raw\fake_music_generated\fake_music_MusicGen_0144.wav,mix,split_internal_mix,mix::WF6::MusicGen,mix::wavefake_208461::fake_music_MusicGen_14,1,1,1,10.4486875,0.7644484639167786,0.9864756991220178,0.8310566344783503,0.027384161949157715,music_then_voice,10.0,none,0.7222907679582625,1,0,0,correct,8-15,high,False,False,True,False,moderate
val_a,MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ009-0248.wav|data/raw/gtzan_unique_v2/pop.00028.wav,mix,split_internal_mix,mix::WF6::GTZAN_genre_7,mix::wavefake_d7d4f1::gtzan_7_pop.00028,1,1,1,33.3974375,0.7586200833320618,0.9947713022885484,0.8294654490190077,0.06774485111236572,voice_then_music,15.0,none,0.7222907679582625,1,0,0,correct,>30,high,False,False,True,False,moderate
val_a,data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ043-0071.wav,wavefake_ajay,wavefake_ajay,WF5,wavefake_be922e,1,1,0,2.8909375,0.760093092918396,0.9891285119275172,0.8288037186211323,0.0006568431854248047,none,,none,0.7222907679582625,1,0,0,correct,<=4,not_mixed,False,False,False,False,moderate
val_a,data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ019-0268_WF2_1.wav,wavefake_ajay,wavefake_ajay,WF2,wavefake_f026a7,1,1,0,9.195125,0.7552533745765686,0.9986436841052512,0.8282704674351733,0.016063213348388672,none,,none,0.7222907679582625,1,0,0,correct,8-15,not_mixed,False,False,False,False,moderate
val_a,MIX::data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_2248914.flac|data\raw\fake_music_generated\fake_music_MusicGen_0174.wav,mix,split_internal_mix,mix::A01::MusicGen,mix::LA_0083::fake_music_MusicGen_17,1,1,1,6.3734375,0.7405188679695129,0.991187179219132,0.8157193613443987,0.008967041969299316,partial_overlap,5.0,none,0.7222907679582625,1,0,0,correct,4-8,mid,False,False,True,True,moderate
val_a,data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_3147515.flac,asvspoof2019,asvspoof2019,A02,LA_0083,1,1,0,4.3056875,0.7363543510437012,0.9993933813423505,0.8152660601332959,-0.0029793977737426758,none,,none,0.7222907679582625,1,0,0,correct,4-8,not_mixed,False,False,False,False,moderate
val_a,data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_6992206.flac,asvspoof2019,asvspoof2019,A01,LA_0094,1,1,0,2.6,0.7242283821105957,0.9996907450189616,0.8068670909831055,-0.03013026714324951,none,,none,0.7222907679582625,1,0,0,correct,<=4,not_mixed,False,False,False,False,moderate
val_a,MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ048-0156.wav|data\raw\fake_music_generated\fake_music_MusicGen_0220.wav,mix,split_internal_mix,mix::WF2::MusicGen,mix::wavefake_016540::fake_music_MusicGen_22,1,1,1,4.8906875,0.7460909485816956,0.9368744438457494,0.8033259971609117,0.037691354751586914,simultaneous,0.0,none,0.7222907679582625,1,0,0,correct,4-8,mid,False,False,True,False,moderate
val_a,MIX::data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_5305063.flac|data\raw\fake_music_generated\fake_music_MusicGen_0220.wav,mix,split_internal_mix,mix::A02::MusicGen,mix::LA_0086::fake_music_MusicGen_22,1,1,1,7.3865625,0.7376483678817749,0.9499215998254922,0.80133033746489,0.06922084093093872,voice_then_music,-5.0,none,0.7222907679582625,1,0,0,correct,4-8,low,False,False,True,False,moderate
val_a,MIX::data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_7333217.flac|data\raw\fake_music_generated\fake_music_MusicGen_0066.wav,mix,split_internal_mix,mix::A01::MusicGen,mix::LA_0083::fake_music_MusicGen_6,1,1,1,4.3148125,0.7158435583114624,0.9894230985103372,0.7979174203711248,0.02358853816986084,simultaneous,10.0,none,0.7222907679582625,1,0,0,correct,4-8,high,False,False,True,False,moderate
val_a,MIX::data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_3132363.flac|data\raw\fake_music_generated\fake_music_MusicGen_0124.wav,mix,split_internal_mix,mix::A02::MusicGen,mix::LA_0083::fake_music_MusicGen_12,1,1,1,8.91975,0.7319027781486511,0.9373431057850262,0.7935348764395636,0.058585941791534424,music_then_voice,-15.0,none,0.7222907679582625,1,0,0,correct,8-15,low,False,False,True,False,moderate
val_a,MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ019-0394.wav|data\raw\fake_music_generated\fake_music_MusicGen_0144.wav,mix,split_internal_mix,mix::WF4::MusicGen,mix::wavefake_76ddde::fake_music_MusicGen_14,1,1,1,10.953375,0.734524667263031,0.928074660555572,0.7925896652507932,0.06256353855133057,crossfade,-15.0,none,0.7222907679582625,1,0,0,correct,8-15,low,False,False,True,False,moderate
val_a,MIX::data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_9012332.flac|data\raw\fake_music_generated\fake_music_MusicGen_0170.wav,mix,split_internal_mix,mix::A02::MusicGen,mix::LA_0094::fake_music_MusicGen_17,1,1,1,6.7556875,0.7182577848434448,0.9568345077454636,0.7898308017140504,0.06270051002502441,voice_then_music,-15.0,none,0.7222907679582625,1,0,0,correct,4-8,low,False,False,True,False,moderate
val_a,data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_8856985.flac,asvspoof2019,asvspoof2019,A01,LA_0086,1,1,0,1.6634375,0.6991307139396667,0.9997699701412776,0.7893224908001499,-0.06348937749862671,none,,none,0.7222907679582625,1,0,0,correct,<=4,not_mixed,False,False,False,False,moderate
val_a,data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_2415895.flac,asvspoof2019,asvspoof2019,A02,LA_0083,1,1,0,3.74175,0.6977378726005554,0.9982630169454312,0.7878954159040181,-0.03280961513519287,none,,none,0.7222907679582625,1,0,0,correct,<=4,not_mixed,False,False,False,False,moderate
val_a,data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_1345489.flac,asvspoof2019,asvspoof2019,A02,LA_0094,1,1,0,3.4605,0.6943779587745667,0.9980114688754252,0.7854680118048243,-0.04488641023635864,none,,none,0.7222907679582625,1,0,0,correct,<=4,not_mixed,False,False,False,False,moderate
val_a,MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ043-0048.wav|data\raw\fake_music_generated\fake_music_MusicGen_0156.wav,mix,split_internal_mix,mix::WF1::MusicGen,mix::wavefake_a26c57::fake_music_MusicGen_15,1,1,1,14.572125,0.7527377009391785,0.8384550298656348,0.7784528996171154,0.06674915552139282,crossfade,-5.0,none,0.7222907679582625,1,0,0,correct,8-15,low,False,False,True,False,moderate
val_a,MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ008-0315.wav|data/raw/gtzan_unique_v2/pop.00085.wav,mix,split_internal_mix,mix::WF6::GTZAN_genre_7,mix::wavefake_208461::gtzan_7_pop.00085,1,1,1,30.0001875,0.7032297253608704,0.9484408661165052,0.7767930675875607,0.02157813310623169,simultaneous,10.0,none,0.7222907679582625,1,0,0,correct,>30,high,False,False,True,False,moderate
val_a,data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_5305063.flac,asvspoof2019,asvspoof2019,A02,LA_0086,1,1,0,2.495875,0.680462658405304,0.998254490216902,0.7758002079487833,-0.07082140445709229,none,,none,0.7222907679582625,1,0,0,correct,<=4,not_mixed,False,False,False,False,moderate
val_a,MIX::data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_2059429.flac|data/raw/gtzan_unique_v2/blues.00074.wav,mix,split_internal_mix,mix::A02::GTZAN_genre_0,mix::LA_0094::gtzan_0_blues.00074,1,1,1,30.013375,0.6820966005325317,0.9934395666267468,0.7754994903607962,0.01597774028778076,simultaneous,5.0,none,0.7222907679582625,1,0,0,correct,>30,mid,False,False,True,False,moderate
val_a,MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ008-0315.wav|data/raw/gtzan_unique_v2/jazz.00012.wav,mix,split_internal_mix,mix::WF6::GTZAN_genre_5,mix::wavefake_208461::gtzan_5_jazz.00012,1,1,1,34.261875,0.7783015966415405,0.7296839745089364,0.7637163100017592,0.07920616865158081,crossfade,0.0,none,0.7222907679582625,1,0,0,correct,>30,mid,False,False,True,False,uncertain
val_a,MIX::data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_5405802.flac|data/raw/gtzan_unique_v2/disco.00058.wav,mix,split_internal_mix,mix::A02::GTZAN_genre_3,mix::LA_0086::gtzan_3_disco.00058,1,1,1,35.038,0.6966934204101562,0.8186032550147042,0.7332663707915206,-0.0003638267517089844,music_then_voice,-10.0,none,0.7222907679582625,1,0,0,correct,>30,low,False,False,True,False,uncertain
val_a,MIX::data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_7070941.flac|data\raw\fake_music_generated\fake_music_MusicGen_0212.wav,mix,split_internal_mix,mix::A02::MusicGen,mix::LA_0094::fake_music_MusicGen_21,1,1,1,6.3669375,0.6173664331436157,0.9671142158591052,0.7222907679582625,-0.09206879138946533,crossfade,10.0,none,0.7222907679582625,1,0,0,correct,4-8,high,False,False,True,False,uncertain
val_a,MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ020-0094.wav|data\raw\fake_music_generated\fake_music_MusicGen_0156.wav,mix,split_internal_mix,mix::R::MusicGen,mix::wavefake_45bc9f::fake_music_MusicGen_15,0,1,1,8.9838125,0.7600415349006653,0.5969450057897498,0.7111125761673907,0.04355424642562866,partial_overlap,5.0,none,0.7222907679582625,0,0,0,correct,8-15,mid,False,False,True,True,uncertain
val_a,MIX::data\raw\openslr_librispeech_asr\librispeech_dev_777-126732-0045.flac|data\raw\fake_music_generated\fake_music_MusicGen_0144.wav,mix,split_internal_mix,mix::LibriSpeech::MusicGen,mix::777::fake_music_MusicGen_14,0,1,1,17.7751875,0.6288682818412781,0.894216348677759,0.7084727018922223,-0.06717002391815186,voice_then_music,-5.0,none,0.7222907679582625,0,0,0,correct,15-30,low,False,False,True,False,uncertain
val_a,MIX::data\raw\openslr_librispeech_asr\librispeech_dev_777-126732-0028.flac|data/raw/gtzan_unique_v2/disco.00059.wav,mix,split_internal_mix,mix::LibriSpeech::GTZAN_genre_3,mix::777::gtzan_3_disco.00059,0,1,1,41.4931875,0.7019405364990234,0.6796500293782624,0.695253384362795,0.026202142238616943,partial_overlap,-10.0,none,0.7222907679582625,0,0,0,correct,>30,low,False,False,True,True,uncertain
val_a,data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ019-0361.wav,wavefake_ajay,wavefake_ajay,R,wavefake_3dcb5e,0,1,0,9.004875,0.7964587807655334,0.1103790130285673,0.5906348504444435,0.05501556396484375,none,,none,0.7222907679582625,0,0,0,correct,8-15,not_mixed,False,False,False,False,moderate
val_a,MIX::data\raw\openslr_librispeech_asr\librispeech_dev_2277-149896-0028.flac|data/raw/gtzan_unique_v2/rock.00042.wav,mix,split_internal_mix,mix::LibriSpeech::GTZAN_genre_9,mix::2277::gtzan_9_rock.00042,0,1,1,30.013375,0.6685134172439575,0.3768893751944496,0.5810262046291051,-0.018113672733306885,simultaneous,0.0,none,0.7222907679582625,0,0,0,correct,>30,mid,False,False,True,False,moderate
val_a,MIX::data\raw\openslr_librispeech_asr\librispeech_dev_6295-64301-0027.flac|data\raw\fake_music_generated\fake_music_MusicGen_0152.wav,mix,split_internal_mix,mix::LibriSpeech::MusicGen,mix::6295::fake_music_MusicGen_15,0,1,1,6.4,0.7136273980140686,0.218563688929319,0.5651082852886437,0.04358839988708496,simultaneous,-5.0,none,0.7222907679582625,0,0,0,correct,4-8,low,False,False,True,False,confident
val_a,data\raw\openslr_librispeech_asr\librispeech_dev_1272-128104-0000.flac,librispeech_dev,librispeech_dev,LibriSpeech,1272,0,1,0,5.855,0.7894690036773682,0.0070665147183715,0.5547482569896691,0.08195334672927856,none,,none,0.7222907679582625,0,0,0,correct,4-8,not_mixed,False,False,False,False,confident
val_a,data\raw\openslr_librispeech_asr\librispeech_dev_2035-152373-0011.flac,librispeech_dev,librispeech_dev,LibriSpeech,2035,0,1,0,10.465,0.7880944609642029,0.0083029846847616,0.5541570180803704,0.06532728672027588,none,,none,0.7222907679582625,0,0,0,correct,8-15,not_mixed,False,False,False,False,confident
val_a,data\raw\openslr_librispeech_asr\librispeech_dev_6295-64301-0026.flac,librispeech_dev,librispeech_dev,LibriSpeech,6295,0,1,0,10.43,0.7779423594474792,0.0139314691754176,0.5487390923658607,0.0645328164100647,none,,none,0.7222907679582625,0,0,0,correct,8-15,not_mixed,False,False,False,False,confident
val_a,data\raw\openslr_librispeech_asr\librispeech_dev_3170-137482-0035.flac,librispeech_dev,librispeech_dev,LibriSpeech,3170,0,1,0,9.9,0.7660634517669678,0.0066996350536613,0.5382543067529757,0.04834115505218506,none,,none,0.7222907679582625,0,0,0,correct,8-15,not_mixed,False,False,False,False,confident
val_a,MIX::data\raw\openslr_librispeech_asr\librispeech_dev_3170-137482-0040.flac|data\raw\fake_music_generated\fake_music_MusicGen_0040.wav,mix,split_internal_mix,mix::LibriSpeech::MusicGen,mix::3170::fake_music_MusicGen_4,0,1,1,18.1845625,0.7650021910667419,0.0086145439499118,0.5380858969316928,0.03887373208999634,crossfade,0.0,none,0.7222907679582625,0,0,0,correct,15-30,mid,False,False,True,False,confident
val_a,MIX::data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_2572311.flac|data/raw/gtzan_unique_v2/pop.00018.wav,mix,split_internal_mix,mix::bonafide::GTZAN_genre_7,mix::LA_0086::gtzan_7_pop.00018,0,1,1,33.4844375,0.7193747758865356,0.114882872267074,0.5380272048006971,0.03454536199569702,voice_then_music,15.0,none,0.7222907679582625,0,0,0,correct,>30,high,False,False,True,False,confident
val_a,MIX::data\raw\openslr_librispeech_asr\librispeech_dev_2035-152373-0013.flac|data\raw\fake_music_generated\fake_music_MusicGen_0252.wav,mix,split_internal_mix,mix::LibriSpeech::MusicGen,mix::2035::fake_music_MusicGen_25,0,1,1,26.5414375,0.7587648034095764,0.0224860096055133,0.5378811652683574,0.05253314971923828,music_then_voice,0.0,none,0.7222907679582625,0,0,0,correct,15-30,mid,False,False,True,False,confident
val_a,MIX::data\raw\openslr_librispeech_asr\librispeech_dev_6295-244435-0030.flac|data/raw/gtzan_unique_v2/blues.00007.wav,mix,split_internal_mix,mix::LibriSpeech::GTZAN_genre_0,mix::6295::gtzan_0_blues.00007,0,1,1,30.013375,0.7050666213035583,0.1434766825311343,0.536589639671831,0.010100841522216797,simultaneous,-10.0,none,0.7222907679582625,0,0,0,correct,>30,low,False,False,True,False,confident
val_a,data\raw\openslr_librispeech_asr\librispeech_dev_3170-137482-0044.flac,librispeech_dev,librispeech_dev,LibriSpeech,3170,0,1,0,16.705,0.7620124816894531,0.0049693429390234,0.5348995400643242,0.04293107986450195,none,,none,0.7222907679582625,0,0,0,correct,15-30,not_mixed,False,False,False,False,confident
val_a,MIX::data\raw\openslr_librispeech_asr\librispeech_dev_1919-142785-0044.flac|data\raw\fake_music_generated\fake_music_MusicGen_0040.wav,mix,split_internal_mix,mix::LibriSpeech::MusicGen,mix::1919::fake_music_MusicGen_4,0,1,1,10.9495625,0.7532318830490112,0.0244050517931506,0.5345838336722529,0.0749245285987854,voice_then_music,0.0,none,0.7222907679582625,0,0,0,correct,8-15,mid,False,False,True,False,confident
val_a,MIX::data\raw\openslr_librispeech_asr\librispeech_dev_6241-61946-0011.flac|data\raw\fake_music_generated\fake_music_MusicGen_0144.wav,mix,split_internal_mix,mix::LibriSpeech::MusicGen,mix::6241::fake_music_MusicGen_14,0,1,1,12.955125,0.7522360682487488,0.0140278165501212,0.5307735927391605,0.04242593050003052,partial_overlap,10.0,none,0.7222907679582625,0,0,0,correct,8-15,high,False,False,True,True,confident
val_a,MIX::data\raw\openslr_librispeech_asr\librispeech_dev_1993-147149-0012.flac|data\raw\fake_music_generated\fake_music_MusicGen_0252.wav,mix,split_internal_mix,mix::LibriSpeech::MusicGen,mix::1993::fake_music_MusicGen_25,0,1,1,10.7514375,0.7465656399726868,0.0263161801185754,0.5304908020164534,0.02195972204208374,crossfade,10.0,none,0.7222907679582625,0,0,0,correct,8-15,high,False,False,True,False,confident
val_a,MIX::data\raw\openslr_librispeech_asr\librispeech_dev_777-126732-0028.flac|data/raw/gtzan_unique_v2/reggae.00011.wav,mix,split_internal_mix,mix::LibriSpeech::GTZAN_genre_8,mix::777::gtzan_8_reggae.00011,0,1,1,33.205875,0.7371675372123718,0.0476811706895483,0.5303216272555247,0.05630528926849365,partial_overlap,0.0,none,0.7222907679582625,0,0,0,correct,>30,mid,False,False,True,True,confident
val_a,MIX::data\raw\openslr_librispeech_asr\librispeech_dev_777-126732-0005.flac|data/raw/gtzan_unique_v2/country.00023.wav,mix,split_internal_mix,mix::LibriSpeech::GTZAN_genre_2,mix::777::gtzan_2_country.00023,0,1,1,42.133375,0.6894868612289429,0.1471880094976824,0.5267972057095647,-0.0001195669174194336,music_then_voice,-15.0,none,0.7222907679582625,0,0,0,correct,>30,low,False,False,True,False,confident
val_a,MIX::data\raw\openslr_librispeech_asr\librispeech_dev_3170-137482-0001.flac|data/raw/gtzan_unique_v2/country.00040.wav,mix,split_internal_mix,mix::LibriSpeech::GTZAN_genre_2,mix::3170::gtzan_2_country.00040,0,1,1,45.890875,0.7462149262428284,0.0104113940082761,0.5254738665724626,0.04511237144470215,partial_overlap,15.0,none,0.7222907679582625,0,0,0,correct,>30,high,False,False,True,True,confident
val_a,MIX::data\raw\openslr_librispeech_asr\librispeech_dev_6295-244435-0026.flac|data/raw/gtzan_unique_v2/hiphop.00056.wav,mix,split_internal_mix,mix::LibriSpeech::GTZAN_genre_4,mix::6295::gtzan_4_hiphop.00056,0,1,1,32.853375,0.7377623319625854,0.0215618202662885,0.5229021784536964,0.06148773431777954,crossfade,10.0,none,0.7222907679582625,0,0,0,correct,>30,high,False,False,True,False,confident
val_a,MIX::data\raw\openslr_librispeech_asr\librispeech_dev_1993-147149-0012.flac|data\raw\fake_music_generated\fake_music_MusicGen_0152.wav,mix,split_internal_mix,mix::LibriSpeech::MusicGen,mix::1993::fake_music_MusicGen_15,0,1,1,11.228625,0.7387990355491638,0.0186682157523229,0.5227597896101115,0.024605095386505127,music_then_voice,15.0,none,0.7222907679582625,0,0,0,correct,8-15,high,False,False,True,False,confident
val_a,data\raw\openslr_librispeech_asr\librispeech_dev_2277-149874-0000.flac,librispeech_dev,librispeech_dev,LibriSpeech,2277,0,1,0,15.505,0.7407183051109314,0.0113918630908201,0.521920372504898,0.04194122552871704,none,,none,0.7222907679582625,0,0,0,correct,15-30,not_mixed,False,False,False,False,confident
