split,path,voice_fake,voice_present,segment_count,segment_scores,segment_spread
val_b,data/raw/gtzan_unique_v2/hiphop.00056.wav,0,0,3,"[0.6784296631813049, 0.6799325942993164, 0.6795603036880493]",0.0015029311180114746
val_b,data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ019-0394_WF7_1.wav,1,1,1,[0.8025791645050049],0.0
val_b,data\raw\fake_music_generated\fake_music_AudioLDM2_0117.wav,0,0,1,[0.7391523122787476],0.0
val_b,MIX::data\raw\openslr_librispeech_asr\librispeech_dev_6295-64301-0028.flac|data/raw/gtzan_unique_v2/metal.00026.wav,0,1,3,"[0.7453810572624207, 0.7499264478683472, 0.7444834113121033]",0.0054430365562438965
val_b,data/raw/gtzan_unique_v2/jazz.00004.wav,0,0,3,"[0.686163604259491, 0.6781255006790161, 0.6978804469108582]",0.01975494623184204
val_b,data\raw\fake_music_generated\fake_music_AudioLDM2_0249.wav,0,0,1,[0.7285647392272949],0.0
val_b,MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ009-0269.wav|data\raw\fake_music_generated\fake_music_AudioLDM2_0021.wav,1,1,2,"[0.7620202302932739, 0.7308731079101562]",0.031147122383117676
val_b,data/raw/gtzan_unique_v2/metal.00053.wav,0,0,3,"[0.7656345963478088, 0.7744206190109253, 0.7622236609458923]",0.012196958065032959
val_b,MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ048-0132.wav|data\raw\fake_music_generated\fake_music_AudioLDM2_0233.wav,1,1,2,"[0.8149914741516113, 0.7863444685935974]",0.028647005558013916
val_b,MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ029-0174.wav|data\raw\fake_music_generated\fake_music_AudioLDM2_0271.wav,1,1,2,"[0.7369659543037415, 0.7272468209266663]",0.009719133377075195
val_b,MIX::data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_7070941.flac|data/raw/gtzan_unique_v2/hiphop.00056.wav,1,1,3,"[0.7453247904777527, 0.7439795732498169, 0.666157066822052]",0.07916772365570068
val_b,MIX::data\raw\openslr_librispeech_asr\librispeech_dev_6295-64301-0028.flac|data\raw\fake_music_generated\fake_music_AudioLDM2_0119.wav,0,1,2,"[0.750401496887207, 0.7583480477333069]",0.007946550846099854
val_b,MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ028-0385.wav|data/raw/gtzan_unique_v2/jazz.00034.wav,1,1,3,"[0.7539494037628174, 0.727272093296051, 0.7033967971801758]",0.0505526065826416
val_b,MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ009-0251.wav|data\raw\fake_music_generated\fake_music_AudioLDM2_0123.wav,1,1,2,"[0.7310095429420471, 0.7280443906784058]",0.0029651522636413574
val_b,data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ050-0239.wav,1,1,1,[0.7400509715080261],0.0
val_b,data/raw/gtzan_unique_v2/blues.00026.wav,0,0,3,"[0.6693823337554932, 0.6804829239845276, 0.6836773753166199]",0.014295041561126709
val_b,data\raw\fake_music_generated\fake_music_AudioLDM2_0285.wav,0,0,1,[0.7334941029548645],0.0
val_b,data\raw\fake_music_generated\fake_music_AudioLDM2_0281.wav,0,0,1,[0.735442578792572],0.0
val_b,data\raw\openslr_librispeech_asr\librispeech_dev_2035-147961-0039.flac,0,1,1,[0.7697811126708984],0.0
val_b,MIX::data\raw\openslr_librispeech_asr\librispeech_dev_1272-135031-0018.flac|data\raw\fake_music_generated\fake_music_AudioLDM2_0191.wav,0,1,1,[0.7317491173744202],0.0
val_b,MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ009-0251.wav|data\raw\fake_music_generated\fake_music_AudioLDM2_0207.wav,1,1,2,"[0.7667759656906128, 0.7510012984275818]",0.015774667263031006
val_b,data/raw/gtzan_unique_v2/disco.00066.wav,0,0,3,"[0.716841459274292, 0.7226892709732056, 0.7204524278640747]",0.005847811698913574
val_b,data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ007-0201.wav,1,1,1,[0.785953164100647],0.0
val_b,MIX::data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_4334140.flac|data/raw/gtzan_unique_v2/reggae.00036.wav,0,1,3,"[0.6865692734718323, 0.6896832585334778, 0.7699664831161499]",0.08339720964431763
val_b,MIX::data\raw\openslr_librispeech_asr\librispeech_dev_3170-137482-0044.flac|data/raw/gtzan_unique_v2/reggae.00041.wav,0,1,3,"[0.7506836652755737, 0.7089141607284546, 0.7337947487831116]",0.04176950454711914
val_b,data/raw/gtzan_unique_v2/reggae.00041.wav,0,0,3,"[0.6855602264404297, 0.6944526433944702, 0.7071244716644287]",0.021564245223999023
val_b,data\raw\fake_music_generated\fake_music_AudioLDM2_0001.wav,0,0,1,[0.7402870059013367],0.0
val_b,data/raw/gtzan_unique_v2/jazz.00034.wav,0,0,3,"[0.6880731582641602, 0.6969470381736755, 0.6999240517616272]",0.011850893497467041
val_b,MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ019-0280.wav|data\raw\fake_music_generated\fake_music_AudioLDM2_0117.wav,1,1,1,[0.7427399158477783],0.0
val_b,MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ043-0050.wav|data/raw/gtzan_unique_v2/jazz.00034.wav,1,1,3,"[0.6933860778808594, 0.6814888715744019, 0.6753785610198975]",0.018007516860961914
val_b,MIX::data\raw\openslr_librispeech_asr\librispeech_dev_6295-64301-0028.flac|data/raw/gtzan_unique_v2/classical.00042.wav,0,1,3,"[0.6951109170913696, 0.6932278871536255, 0.6867203712463379]",0.008390545845031738
val_b,data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ009-0260.wav,1,1,1,[0.6806367039680481],0.0
val_b,data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ028-0365.wav,1,1,1,[0.7706792950630188],0.0
val_b,data\raw\fake_music_generated\fake_music_AudioLDM2_0097.wav,0,0,1,[0.7327003479003906],0.0
val_b,data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ029-0133.wav,1,1,1,[0.7976024150848389],0.0
val_b,MIX::data\raw\openslr_librispeech_asr\librispeech_dev_6295-244435-0030.flac|data/raw/gtzan_unique_v2/classical.00001.wav,0,1,3,"[0.6144018769264221, 0.6468982696533203, 0.7477912902832031]",0.133389413356781
val_b,data\raw\openslr_librispeech_asr\librispeech_dev_1272-141231-0010.flac,0,1,2,"[0.7693918943405151, 0.7825414538383484]",0.013149559497833252
val_b,MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ050-0250.wav|data/raw/gtzan_unique_v2/hiphop.00052.wav,1,1,3,"[0.6840342283248901, 0.7469008564949036, 0.7980960011482239]",0.11406177282333374
val_b,data/raw/gtzan_unique_v2/rock.00042.wav,0,0,3,"[0.6924991011619568, 0.708167314529419, 0.6938478946685791]",0.015668213367462158
val_b,data\raw\fake_music_generated\fake_music_AudioLDM2_0185.wav,0,0,1,[0.7323987483978271],0.0
val_b,MIX::data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_2265802.flac|data\raw\fake_music_generated\fake_music_AudioLDM2_0153.wav,1,1,1,[0.7005152106285095],0.0
val_b,MIX::data\raw\openslr_librispeech_asr\librispeech_dev_3000-15664-0037.flac|data/raw/gtzan_unique_v2/jazz.00019.wav,0,1,3,"[0.6957120895385742, 0.7199710011482239, 0.6872568130493164]",0.03271418809890747
val_b,data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ020-0062.wav,1,1,2,"[0.7913222908973694, 0.7915745377540588]",0.0002522468566894531
val_b,data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_9850135.flac,1,1,1,[0.7812884449958801],0.0
val_b,MIX::data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_6963013.flac|data\raw\fake_music_generated\fake_music_MusicGen_0064.wav,0,1,2,"[0.7293702960014343, 0.7790406942367554]",0.049670398235321045
val_b,data\raw\fake_music_generated\fake_music_AudioLDM2_0145.wav,0,0,1,[0.7484016418457031],0.0
val_b,data/raw/gtzan_unique_v2/disco.00059.wav,0,0,3,"[0.6800403594970703, 0.6807509064674377, 0.6864254474639893]",0.006385087966918945
val_b,data/raw/gtzan_unique_v2/country.00023.wav,0,0,3,"[0.6901732683181763, 0.6482459306716919, 0.6477707624435425]",0.04240250587463379
val_b,MIX::data\raw\openslr_librispeech_asr\librispeech_dev_777-126732-0045.flac|data\raw\fake_music_generated\fake_music_AudioLDM2_0075.wav,0,1,2,"[0.7740786075592041, 0.7255727648735046]",0.04850584268569946
val_b,data/raw/gtzan_unique_v2/classical.00031.wav,0,0,3,"[0.6294344067573547, 0.6393507122993469, 0.6335628032684326]",0.009916305541992188
val_b,data/raw/gtzan_unique_v2/rock.00097.wav,0,0,3,"[0.6675359606742859, 0.6954556107521057, 0.6950359344482422]",0.027919650077819824
val_b,MIX::data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_4334140.flac|data/raw/gtzan_unique_v2/hiphop.00032.wav,0,1,3,"[0.6619806289672852, 0.6757619976997375, 0.6650747656822205]",0.013781368732452393
val_b,MIX::data\raw\openslr_librispeech_asr\librispeech_dev_3000-15664-0037.flac|data\raw\fake_music_generated\fake_music_AudioLDM2_0065.wav,0,1,2,"[0.7219617962837219, 0.7214504480361938]",0.0005113482475280762
val_b,MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ020-0089.wav|data\raw\fake_music_generated\fake_music_AudioLDM2_0101.wav,1,1,1,[0.7338438630104065],0.0
val_b,MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ020-0034.wav|data/raw/gtzan_unique_v2/reggae.00021.wav,1,1,3,"[0.7208817005157471, 0.6939354538917542, 0.6850148439407349]",0.03586685657501221
val_b,data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_6963013.flac,0,1,1,[0.7646232843399048],0.0
val_b,MIX::data\raw\openslr_librispeech_asr\librispeech_dev_1993-147149-0028.flac|data/raw/gtzan_unique_v2/reggae.00021.wav,0,1,3,"[0.7284465432167053, 0.6648823618888855, 0.6716493368148804]",0.06356418132781982
val_b,data\raw\openslr_librispeech_asr\librispeech_dev_3170-137482-0044.flac,0,1,2,"[0.7550580501556396, 0.7628894448280334]",0.007831394672393799
val_b,MIX::data\raw\openslr_librispeech_asr\librispeech_dev_2035-152373-0007.flac|data/raw/gtzan_unique_v2/disco.00023.wav,0,1,3,"[0.757975697517395, 0.7499255537986755, 0.7007021903991699]",0.0572735071182251
val_b,data/raw/gtzan_unique_v2/disco.00086.wav,0,0,3,"[0.7163231372833252, 0.7303513288497925, 0.7288435697555542]",0.014028191566467285
val_b,data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ008-0287.wav,1,1,1,[0.8043832182884216],0.0
val_b,data\raw\openslr_librispeech_asr\librispeech_dev_1919-142785-0044.flac,0,1,1,[0.7340375185012817],0.0
val_b,MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ019-0381.wav|data\raw\fake_music_generated\fake_music_MusicGen_0212.wav,1,1,2,"[0.7387997508049011, 0.703086793422699]",0.03571295738220215
val_b,data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_5520907.flac,0,1,1,[0.6939650177955627],0.0
val_b,data\raw\fake_music_generated\fake_music_AudioLDM2_0261.wav,0,0,1,[0.7287853360176086],0.0
val_b,data\raw\fake_music_generated\fake_music_AudioLDM2_0215.wav,0,0,1,[0.7351495027542114],0.0
val_b,MIX::data\raw\openslr_librispeech_asr\librispeech_dev_3000-15664-0010.flac|data\raw\fake_music_generated\fake_music_AudioLDM2_0173.wav,0,1,2,"[0.740705132484436, 0.7393143773078918]",0.0013907551765441895
val_b,data\raw\fake_music_generated\fake_music_AudioLDM2_0179.wav,0,0,1,[0.7317625284194946],0.0
val_b,MIX::data\raw\openslr_librispeech_asr\librispeech_dev_777-126732-0038.flac|data\raw\fake_music_generated\fake_music_MusicGen_0064.wav,0,1,2,"[0.7279656529426575, 0.7120779156684875]",0.015887737274169922
val_b,MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ028-0424.wav|data\raw\fake_music_generated\fake_music_AudioLDM2_0021.wav,1,1,2,"[0.7562578320503235, 0.7804349660873413]",0.024177134037017822
val_b,MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ019-0394_WF7_1.wav|data/raw/gtzan_unique_v2/hiphop.00052.wav,1,1,3,"[0.6752458214759827, 0.691102921962738, 0.7168896198272705]",0.04164379835128784
val_b,MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ028-0385.wav|data\raw\fake_music_generated\fake_music_AudioLDM2_0255.wav,1,1,1,[0.7429280877113342],0.0
val_b,MIX::data\raw\openslr_librispeech_asr\librispeech_dev_1272-141231-0010.flac|data/raw/gtzan_unique_v2/disco.00059.wav,0,1,3,"[0.724547266960144, 0.7195382714271545, 0.6885730028152466]",0.03597426414489746
val_b,data/raw/gtzan_unique_v2/country.00069.wav,0,0,3,"[0.6653624773025513, 0.6618950963020325, 0.6789765954017639]",0.017081499099731445
val_b,data/raw/gtzan_unique_v2/metal.00051.wav,0,0,3,"[0.7724937200546265, 0.7731751203536987, 0.7753186225891113]",0.0028249025344848633
val_b,data\raw\openslr_librispeech_asr\librispeech_dev_6241-61946-0004.flac,0,1,1,[0.7930799722671509],0.0
val_b,MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ019-0387.wav|data/raw/gtzan_unique_v2/rock.00099.wav,1,1,3,"[0.793718695640564, 0.6609030961990356, 0.6597572565078735]",0.13396143913269043
val_b,MIX::data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_5520907.flac|data\raw\fake_music_generated\fake_music_AudioLDM2_0097.wav,0,1,1,[0.6794414520263672],0.0
val_b,data\raw\openslr_librispeech_asr\librispeech_dev_2277-149874-0007.flac,0,1,1,[0.742110013961792],0.0
val_b,data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ002-0039.wav,1,1,1,[0.7796491980552673],0.0
val_b,MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ043-0069.wav|data/raw/gtzan_unique_v2/jazz.00019.wav,1,1,3,"[0.7094675898551941, 0.7148312330245972, 0.7086323499679565]",0.006198883056640625
val_b,data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ043-0036.wav,0,1,2,"[0.7802653908729553, 0.7797876596450806]",0.00047773122787475586
val_b,data\raw\fake_music_generated\fake_music_AudioLDM2_0101.wav,0,0,1,[0.734079897403717],0.0
val_b,data\raw\openslr_librispeech_asr\librispeech_dev_1993-147964-0004.flac,0,1,1,[0.7567139267921448],0.0
val_b,MIX::data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_4334140.flac|data/raw/gtzan_unique_v2/pop.00096.wav,0,1,3,"[0.6920920014381409, 0.7276220917701721, 0.7164285182952881]",0.03553009033203125
val_b,MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ008-0280.wav|data/raw/gtzan_unique_v2/jazz.00019.wav,1,1,3,"[0.6621641516685486, 0.6565002202987671, 0.6581739187240601]",0.005663931369781494
val_b,MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ020-0082.wav|data/raw/gtzan_unique_v2/reggae.00036.wav,1,1,3,"[0.716238260269165, 0.7283948063850403, 0.6822036504745483]",0.04619115591049194
val_b,data\raw\openslr_librispeech_asr\librispeech_dev_1919-142785-0047.flac,0,1,2,"[0.7277740836143494, 0.7385660409927368]",0.010791957378387451
val_b,data/raw/gtzan_unique_v2/jazz.00008.wav,0,0,3,"[0.6760232448577881, 0.6869688034057617, 0.6916636228561401]",0.01564037799835205
val_b,data\raw\fake_music_generated\fake_music_AudioLDM2_0017.wav,0,0,1,[0.7300728559494019],0.0
val_b,MIX::data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_5520907.flac|data/raw/gtzan_unique_v2/rock.00042.wav,0,1,3,"[0.6678987741470337, 0.6695939898490906, 0.6619839072227478]",0.0076100826263427734
val_b,MIX::data\raw\openslr_librispeech_asr\librispeech_dev_777-126732-0012.flac|data\raw\fake_music_generated\fake_music_AudioLDM2_0271.wav,0,1,2,"[0.6596287488937378, 0.729767918586731]",0.07013916969299316
val_b,data\raw\openslr_librispeech_asr\librispeech_dev_2277-149896-0028.flac,0,1,1,[0.7030130624771118],0.0
val_b,data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ019-0268.wav,1,1,2,"[0.7398089170455933, 0.7569780349731445]",0.01716911792755127
val_b,MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ007-0180.wav|data\raw\fake_music_generated\fake_music_AudioLDM2_0169.wav,1,1,1,[0.745998740196228],0.0
val_b,MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ008-0253.wav|data\raw\fake_music_generated\fake_music_AudioLDM2_0163.wav,1,1,1,[0.7264958620071411],0.0
val_b,MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ019-0361.wav|data\raw\fake_music_generated\fake_music_AudioLDM2_0117.wav,0,1,2,"[0.7583070397377014, 0.748458981513977]",0.009848058223724365
val_b,MIX::data\raw\openslr_librispeech_asr\librispeech_dev_2035-147960-0013.flac|data\raw\fake_music_generated\fake_music_AudioLDM2_0231.wav,0,1,1,[0.7362472414970398],0.0
val_b,MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ008-0140.wav|data\raw\fake_music_generated\fake_music_AudioLDM2_0065.wav,1,1,2,"[0.7922876477241516, 0.7827686071395874]",0.009519040584564209
val_b,data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ048-0107.wav,1,1,1,[0.6955991983413696],0.0
val_b,data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ020-0034.wav,1,1,1,[0.6993181109428406],0.0
val_b,data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ048-0132.wav,1,1,1,[0.8065531253814697],0.0
val_b,MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ008-0287.wav|data\raw\fake_music_generated\fake_music_AudioLDM2_0253.wav,1,1,2,"[0.7417964339256287, 0.7411625981330872]",0.0006338357925415039
val_b,data\raw\openslr_librispeech_asr\librispeech_dev_777-126732-0012.flac,0,1,1,[0.7505918741226196],0.0
val_b,MIX::data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_5520907.flac|data/raw/gtzan_unique_v2/classical.00001.wav,0,1,3,"[0.6808343529701233, 0.6240736246109009, 0.6510619521141052]",0.05676072835922241
val_c,MIX::data\raw\openslr_librispeech_asr\librispeech_dev_777-126732-0074.flac|data/raw/gtzan_unique_v2/blues.00019.wav,0,1,3,"[0.6198171377182007, 0.632881224155426, 0.6332400441169739]",0.013422906398773193
val_c,data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_1755508.flac,1,1,1,[0.7392389178276062],0.0
val_c,data\raw\openslr_librispeech_asr\librispeech_dev_1272-128104-0010.flac,0,1,1,[0.714144766330719],0.0
val_c,MIX::data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_3132363.flac|data\raw\fake_music_generated\fake_music_MusicGen_0124.wav,1,1,2,"[0.7116374969482422, 0.685025691986084]",0.026611804962158203
val_c,MIX::data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_6013298.flac|data\raw\fake_music_generated\fake_music_MusicGen_0202.wav,0,1,1,[0.7056970000267029],0.0
val_c,data\raw\openslr_librispeech_asr\librispeech_dev_777-126732-0035.flac,0,1,1,[0.7485860586166382],0.0
val_c,data\raw\openslr_librispeech_asr\librispeech_dev_2035-147961-0037.flac,0,1,1,[0.731772243976593],0.0
val_c,MIX::data\raw\openslr_librispeech_asr\librispeech_dev_777-126732-0042.flac|data/raw/gtzan_unique_v2/jazz.00081.wav,0,1,3,"[0.6189317107200623, 0.6225411295890808, 0.6244129538536072]",0.005481243133544922
val_c,data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_4124217.flac,1,1,2,"[0.7098391056060791, 0.7788248062133789]",0.0689857006072998
val_c,data/raw/gtzan_unique_v2/country.00092.wav,0,0,3,"[0.7088041305541992, 0.7000748515129089, 0.7026222944259644]",0.008729279041290283
val_c,data\raw\fake_music_generated\fake_music_MusicGen_0114.wav,0,0,1,[0.7148534059524536],0.0
val_c,data/raw/gtzan_unique_v2/jazz.00011.wav,0,0,3,"[0.6651957631111145, 0.6415925025939941, 0.6403389573097229]",0.0248568058013916
val_c,data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_9007890.flac,1,1,1,[0.7075732946395874],0.0
val_c,data\raw\fake_music_generated\fake_music_MusicGen_0090.wav,0,0,1,[0.7077673077583313],0.0
val_c,MIX::data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_9012332.flac|data\raw\fake_music_generated\fake_music_MusicGen_0170.wav,1,1,1,[0.6974282264709473],0.0
val_c,data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ029-0207.wav,1,1,1,[0.7264822721481323],0.0
val_c,data\raw\fake_music_generated\fake_music_MusicGen_0130.wav,0,0,1,[0.7169061899185181],0.0
val_c,MIX::data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_5305063.flac|data\raw\fake_music_generated\fake_music_MusicGen_0220.wav,1,1,1,[0.7115521430969238],0.0
val_c,data\raw\openslr_librispeech_asr\librispeech_dev_777-126732-0013.flac,0,1,2,"[0.7222611904144287, 0.7067074775695801]",0.015553712844848633
val_c,MIX::data\raw\openslr_librispeech_asr\librispeech_dev_2277-149897-0035.flac|data\raw\fake_music_generated\fake_music_MusicGen_0090.wav,0,1,2,"[0.685841977596283, 0.6580016613006592]",0.02784031629562378
val_c,MIX::data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_9850135.flac|data/raw/gtzan_unique_v2/country.00076.wav,1,1,3,"[0.6631263494491577, 0.6547331213951111, 0.7555060386657715]",0.1007729172706604
val_c,data\raw\openslr_librispeech_asr\librispeech_dev_1272-135031-0012.flac,0,1,1,[0.6492172479629517],0.0
val_c,MIX::data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_2572311.flac|data/raw/gtzan_unique_v2/pop.00018.wav,0,1,3,"[0.6872172355651855, 0.6205784678459167, 0.6294819712638855]",0.0666387677192688
val_c,MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ019-0394.wav|data\raw\fake_music_generated\fake_music_MusicGen_0144.wav,1,1,2,"[0.6960967779159546, 0.7002319693565369]",0.004135191440582275
val_c,MIX::data\raw\openslr_librispeech_asr\librispeech_dev_3000-15664-0029.flac|data\raw\fake_music_generated\fake_music_MusicGen_0130.wav,0,1,2,"[0.7138550281524658, 0.7164909839630127]",0.002635955810546875
val_c,data/raw/gtzan_unique_v2/pop.00028.wav,0,0,3,"[0.6758928298950195, 0.6913688778877258, 0.7292098999023438]",0.05331707000732422
val_c,MIX::data\raw\openslr_librispeech_asr\librispeech_dev_1993-147149-0012.flac|data\raw\fake_music_generated\fake_music_MusicGen_0152.wav,0,1,2,"[0.6981340050697327, 0.7158113718032837]",0.017677366733551025
val_c,MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ048-0137.wav|data/raw/gtzan_unique_v2/classical.00031.wav,1,1,3,"[0.6330198645591736, 0.6308097839355469, 0.6176642179489136]",0.01535564661026001
val_c,MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ043-0048.wav|data\raw\fake_music_generated\fake_music_MusicGen_0156.wav,1,1,2,"[0.7179540395736694, 0.7058261632919312]",0.012127876281738281
val_c,data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ010-0005_WF6_2.wav,1,1,2,"[0.7618107795715332, 0.74269700050354]",0.019113779067993164
val_c,data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ009-0006.wav,1,1,2,"[0.7409118413925171, 0.747148334980011]",0.0062364935874938965
val_c,data\raw\fake_music_generated\fake_music_MusicGen_0012.wav,0,0,1,[0.7031183838844299],0.0
val_c,data\raw\fake_music_generated\fake_music_MusicGen_0156.wav,0,0,1,[0.7080767154693604],0.0
val_c,MIX::data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_2662915.flac|data\raw\fake_music_generated\fake_music_MusicGen_0296.wav,0,1,1,[0.6985538601875305],0.0
val_c,data\raw\openslr_librispeech_asr\librispeech_dev_1919-142785-0022.flac,0,1,1,[0.6915062665939331],0.0
val_c,MIX::data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_2960848.flac|data/raw/gtzan_unique_v2/reggae.00021.wav,1,1,3,"[0.6353124380111694, 0.631805419921875, 0.6375443935394287]",0.005738973617553711
val_c,data\raw\openslr_librispeech_asr\librispeech_dev_3170-137482-0028.flac,0,1,1,[0.6943025588989258],0.0
val_c,data\raw\openslr_librispeech_asr\librispeech_dev_777-126732-0012.flac,0,1,1,[0.7232478857040405],0.0
val_c,data/raw/gtzan_unique_v2/hiphop.00011.wav,0,0,3,"[0.6830183863639832, 0.6795797944068909, 0.6835665702819824]",0.003986775875091553
val_c,data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ029-0133.wav,1,1,1,[0.7505960464477539],0.0
val_c,MIX::data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_7333217.flac|data\raw\fake_music_generated\fake_music_MusicGen_0124.wav,1,1,1,[0.7096238732337952],0.0
val_c,MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ019-0394.wav|data\raw\fake_music_generated\fake_music_MusicGen_0156.wav,1,1,1,[0.7109641432762146],0.0
val_c,MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ048-0137.wav|data/raw/gtzan_unique_v2/jazz.00008.wav,1,1,3,"[0.7727969884872437, 0.6190550327301025, 0.6186673045158386]",0.15412968397140503
val_c,data/raw/gtzan_unique_v2/hiphop.00099.wav,0,0,3,"[0.6587820053100586, 0.6618272662162781, 0.6632441282272339]",0.004462122917175293
val_c,MIX::data\raw\openslr_librispeech_asr\librispeech_dev_777-126732-0042.flac|data\raw\fake_music_generated\fake_music_MusicGen_0114.wav,0,1,2,"[0.6325333118438721, 0.6797562837600708]",0.04722297191619873
val_c,data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_3147515.flac,1,1,1,[0.6978502869606018],0.0
val_c,MIX::data\raw\openslr_librispeech_asr\librispeech_dev_3000-15664-0019.flac|data/raw/gtzan_unique_v2/rock.00041.wav,0,1,3,"[0.6246846914291382, 0.6161527633666992, 0.6938369870185852]",0.07768422365188599
val_c,data/raw/gtzan_unique_v2/disco.00066.wav,0,0,3,"[0.6876458525657654, 0.6974664926528931, 0.6950286626815796]",0.009820640087127686
val_c,MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ019-0370.wav|data/raw/gtzan_unique_v2/jazz.00011.wav,1,1,3,"[0.746849775314331, 0.6195236444473267, 0.6143626570701599]",0.13248711824417114
val_c,data\raw\fake_music_generated\fake_music_MusicGen_0170.wav,0,0,1,[0.6949655413627625],0.0
val_c,data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ009-0269_WF2_1.wav,1,1,1,[0.7502023577690125],0.0
val_c,data\raw\fake_music_generated\fake_music_MusicGen_0124.wav,0,0,1,[0.7110121846199036],0.0
